index,solution,solute,'det_sv_NdUnfilled','det_sv_NfUnfilled','det_sv_NUnfilled','AVE_sv_NsUnfilled','AVE_sv_NfUnfilled','AVE_sv_NUnfilled','AVE_sv_GSmagmom','AVE_sv_frac_pValence','AVE_sv_frac_dValence','AVE_sv_EA（wiki)','AVE_Electrochemical weight equivalent_sv','reci_det_sv_MeltingT','reci_det_sv_EA（wiki)','reci_det_sv_Volume','reci_det_Electrochemical weight equivalent_sv','reci_det_Electronegativity absolute_sv','reci_det_Radii pseudo-potential (Zunger)_sv','reci_det_sv_nw','reci_det_Energy cohesive (Brewer)_sv','reci_det_Enthalpy of vacancies (Miedema)_sv','reci_det_Nuclear charge effective (Slater)_sv','reci_ave_sv_EA（wiki)','reci_ave_sv_R_ionic(wiki)','reci_ave_sv_Ve','reci_ave_Electrochemical weight equivalent_sv','reci_ave_Charge nuclear effective (Clementi)_sv','reci_ave_Distance from valence electron (Schubert)_sv','reci_ave_Electronegativity (Martynov&Batsanov)_sv','reci_ave_Electronegativity absolute_sv','reci_ave_Radii pseudo-potential (Zunger)_sv','reci_ave_Enthalpy of vacancies (Miedema)_sv','reci_ave_Nuclear charge effective (Slater)_sv','exp_det_sv_CovalentRadius','exp_det_sv_Electronegativity（Pauling scale）','exp_det_sv_NsValence','exp_det_sv_NdValence','exp_det_sv_NsUnfilled','exp_det_sv_NpUnfilled','exp_det_sv_NdUnfilled','exp_det_sv_NUnfilled','exp_det_sv_GSmagmom','exp_det_sv_frac_sValence','exp_det_sv_frac_pValence','exp_det_sv_frac_dValence','exp_det_sv_frac_fValence','exp_det_sv_EA（wiki)','exp_det_sv_Ionic energy/ev','exp_det_sv_R_ionic(wiki)','exp_det_Phi_sv','exp_det_Electrochemical weight equivalent_sv','exp_det_Atomic electron scattering factor at 0.5_sv','exp_det_Charge nuclear effective (Clementi)_sv','exp_det_Compression modulus_sv','exp_det_Distance from core electron (Schubert)_sv','exp_det_Distance from valence electron (Schubert)_sv','exp_det_Electronegativity (Alfred-Rochow)_sv','exp_det_Electronegativity (Martynov&Batsanov)_sv','exp_det_Electronegativity absolute_sv','exp_det_Radii pseudo-potential (Zunger)_sv','exp_det_sv_nw','exp_det_Energy cohesive (Brewer)_sv','exp_det_Nuclear charge effective (Slater)_sv','cmax','MA',ev_ratio,sf,N_sv,N_so,sv_Volume,so_Volume
285,Pt,Cd,-1,0,-2,0.5,0,1,0,0,0.60415,0.713,0.54411,0.001193018,-1.89913752,-0.019885963,-0.260229166,0.052375454,0.081096898,0.346255245,0.691,0.0181,-0.017028523,-0.479002669,0.99063049,1.07273351,1.85E+00,1.08E-01,0.362654321,0.618922962,0.204759155,0.410918819,0.015320122,0.238399319,1.08,0.554327285,2.718281828,2.72,0.367879441,1,0.367879441,0.135335283,1,1.133148453,1,1.581383347,0.558053747,0.059302726,1.035723276,1.16,0.202,1.079674925,0.371576691,0.07730474,0.098667467,1.138828383,0.431710523,1.02,0.6,0.281,0.615697197,0.024,0.009279014,1.349858808,27,-5.47E+00,0.8186,16.99,78,48,15.1,21.58
4,Ag,Bi,0,0,2,0.5,0,2,0,0.0517,0.62695,1.123416,0.275545,0.001027122,0.29456847,-0.030352091,-6.170990792,-0.012005609,0.079698495,0.244200244,0.119732545,0.013888889,-0.079365079,0.913879097,0.814947327,0.732227436,5.39E+00,0.09974776,0.394636015,0.700934579,0.219222421,0.460901879,0.018055556,0.198412698,1.030454534,1.094174284,2.718281828,1,0.367879441,20.08553692,1,7.389056099,1,0.978338064,1.11E+00,0.568758138,1.620605751,0.696207173,0.747814744,0.887,0.818730753,1.370574507,3.254374203,202.3502284,0.500573919,1.083287068,0.522045777,1.284025417,2.9153795,1.284025417,0.685230501,0.383,0.463013068,8.166169913,2.6,-0.63725,0.82416,70.92,47,83,17.06,35.38
58,Au,Zr,8,0,7,0.5,0,4.5,0,0,0.45,1.37,0.458745,-0.000277834,1.874815287,-0.015988478,2.763488136,0.101415049,-0.021957549,0.098744924,-0.102,-0.00412,0.095238095,1.370568723,0.912521177,0.822975874,2.849806372,1.23E-01,0.426334918,0.714285714,0.22401775,0.364961075,0.007941176,0.286,1.48,0.298197279,2.718281828,0.000335,0.367879441,1,2980.957987,1096.633158,1,1.584073985,1.00E+00,1.11E+00,0.571209064,0.153304368,7.49E-02,0.522,0.182683524,0.640920407,0.269820056,0.011220644,0.406976433,0.726149037,0.382892886,0.819,1.67,0.119,1.179393119,0.343,11.47304074,0.301194212,7,-1.47E+00,0.82497,13.19,79,40,16.96,23.27
178,Mg,In,0,0,5,0,0,2.5,0,0.03845,0.3846,-0.00804,0.26121,0.001243511,5.104709314,-0.004806865,-5.413237405,0.202098717,-0.004805959,0,-0.265426259,0.00173913,-0.150877193,0.052354657,1.113310242,0.291613559,5.229259403,0.210089279,0.435,0.688427856,0.221531286,0.490207858,0.020869565,0.275438596,1.010050167,1.599994193,1,22026.46579,1,148.4131591,1,148.4131591,1,0.429,1.08E+00,2.158039132,1,2.190040419,1.56E-01,1.08,1.568312185,1.310488541,6.766608491,174.1644556,1.05865581,1.491824698,1,1.296930087,1.377127764,0.005516564,1.02020134,1,2.745601015,8.584858397,10,-1.36E-14,0.82509,-7.12,12,49,23.23,26.15
283,Pt,Al,-1,0,3,0.5,0,3.5,0,0.16665,0.1875,1.28,0.29947,0.000581412,1.839809807,-0.005984202,8.757076483,0.131026095,0.226644555,0.193065406,0.124,0.00962,0.038800705,1.390470995,1.272655634,0.885059277,6.36E+00,1.69E-01,0.403077207,0.566658153,0.244084476,0.483692648,0.011061508,0.266313933,0.861,5.12E-01,2.718281828,0.000123,0.367879441,148.4131591,0.367879441,20.08553692,1,1.87E+00,1.40E+00,0.687289279,0.558053747,0.18410114,0.051153212,0.767,0.235,0.661913762,0.05726876,0.001255778,0.12732658,0.990049834,0.292292578,1.03,0.763,0.0935,0.358796465,0.0529,0.086293586,0.57694981,10,-9.32E-01,0.8255,-9.25,78,13,15.1,16.6
6,Ag,Ga,0,0,4,0.5,0,3,0,0.03845,0.83915,0.867235,0.17938,0.002491548,1.558986533,-0.007570195,-4.32729994,0.087274775,0.16891787,0.047619048,0.016888835,0.009722222,-0.038095238,1.546088129,1.045491636,0.654193987,6.315956576,0.142652353,0.422413793,0.761407367,0.268862613,0.505511567,0.015972222,0.219047619,0.794533603,0.886920437,2.718281828,1,0.367879441,148.4131591,1,54.59815003,1,1.064920342,1.079934078,0.869445176,1,0.417083015,2.07E-01,0.589,0.778800783,1.130771338,0.548811636,0.163654137,0.645325783,1.083287068,0.40656966,1.491824698,1.877610579,0.289,0.506616992,0.763,0.869358235,2.225540928,18,-4.61E-02,0.82653,-5.09,47,31,17.06,19.59
367,Ti,Hf,0,0,0,0,0,8,0,0,0.30555,0.12677,0.29339,-1.16E-04,-7.620042064,-0.01153087,-5.897392809,-0.0267,-0.043954288,0.042968568,-0.050906064,-0.001111111,0,9.42799856,1.088235294,0.519451998,5.109970692,1.58E-01,0.542200541,0.557834545,0.276506484,0.365619755,0.006111111,0.317460317,1.161834243,0.786627861,1,1,1,1,1,1,1,0.677802047,1,0.677802047,2.176678302,1.107892985,9.97E-01,0.861,0.819,1.40298204,6.110447432,76.70753934,1.039770484,1.061836547,1.07,0.913931185,0.878095431,1.42,1.39,0.631,4.903748928,1,25,-5.68E-02,0.82762,3.91,22,72,17.65,22.16
40,Au,Ga,0,0,4,0.5,0,3,0,0.03845,0.5846,1.37,0.461,0.002553552,1.892420316,-0.007915812,2.684244302,0.139189775,0.214030652,0.186046512,0.0934,0.0108,-0.038095238,1.379371237,0.989020565,1.068830919,2.810184455,0.126089691,0.421232877,0.714285714,0.242905113,0.482955176,0.015416667,0.219047619,0.869,0.48190899,2.718281828,1,0.367879441,148.4131591,1,54.59815003,1,1.12E+00,1.079934078,1.44657689,0.571209064,0.152802353,0.039708103,0.472,0.35,0.643817486,0.19013898,0.008915179,0.312547132,1.083287068,0.398519041,1.49,1.67,0.0765,0.3809832,0.198,0.367879441,2.225540928,11,-8.43E-01,0.82835,-4.32,79,31,16.96,19.59
65,Cd,Ag,0,0,1,0.5,0,0.5,0,0,0.8712,0.302235,0.350185,-0.000873116,2.195166291,0.012277444,6.762691499,-0.005721657,-0.030414637,-0.126734813,-0.523085915,-0.013279133,0.008210181,-0.330988283,0.846312496,0.600427103,5.10E+00,1.23E-01,0.380747126,0.824432577,0.228086054,0.43625995,0.017750678,0.233990148,1.010050167,1.27124915,0.367879441,1,2.718281828,1,1,2.718281828,1,0.927001588,1,1.078746803,1,7.42215911,0.242294827,1.221402758,1.349858808,0.628442967,0.960789439,0.852143789,1.716006862,0.913931185,1.648721271,0.960789439,0.718923733,1.11627807,1.17,1.84,5.989452466,0.860707976,6,0.28884,0.82917,-34.45,48,47,21.58,17.06
20,Al,Ge,0,0,-1,0,0,4.5,0,0.2381,0.35715,0.8327532,0.14062,-0.000245781,-1.49913298,-0.016071353,-5.417334264,-0.092206219,0.044010716,0.018734688,-0.035244991,0.002308802,-0.108723135,1.560809408,1.315453384,0.399549326,8.025553563,1.97E-01,0.5000125,0.55613433,0.263494414,0.619020283,0.017027417,0.231352718,0.990049834,1.491824698,1,22026.46579,1,0.367879441,1,0.367879441,1,0.592265657,0.826628416,2.042756252,1,2.225199112,6.78E+00,1.215310986,1.419067549,1.099570886,3.560852562,15.02927551,1.051271096,0.970445534,0.980198673,1.733253018,1.419067549,3.94,0.891366144,0.878095431,1.584073985,8.584858397,2,5.31E-02,0.82949,13.13,13,32,16.6,22.64
182,Mg,Sn,0,0,4,0,0,2,0,0.07145,0.35715,0.356035,2.17E-01,0.000896461,3.39922397,-0.006881418,-4.683951338,0.112076212,0.039304056,-0.098684211,-3.44E-01,0,-0.173886043,-0.800388015,1.183804987,0.29621234,5.593902436,2.06E-01,0.435,0.647636836,0.176520034,0.512262866,0.02,0.263934172,0.980198673,1.915540829,1,22026.46579,1,54.59815003,1,54.59815003,1,0.424,1.15E+00,2.042756252,1,4.536110832,0.739086733,0.97,2.013752707,1.199014537,7.042759023,327.0130244,2.129740199,1.377127764,1,1.63231622,1.768267051,0.018315639,0.860707976,1.349858808,5.103874719,16.44464677,2.5,-0.26764,0.82964,-1.25,12,50,23.23,27.65
262,Pd,Cd,0,0,0,0,0,0,0,0,0.91665,-0.06893,0.42943,0.001135847,-3.207487713,-0.02159558,-1.900768189,0.006227781,0.043304003,0.308967935,0.604999557,0.016982836,-0.017028523,0.175172428,1.143647103,0.617709646,2.67E+00,1.25E-01,0.364583333,0.597527473,0.227832992,0.429815267,0.015898826,0.238399319,1.051271096,6.00E-01,7.389056099,1,1,1,1,1,1,1.181399792,1,0.846453509,1,0.283047656,1.928803765,1.433329415,0.246596964,1.358009466,1.072508181,1.419067549,0.261583954,1.161834243,0.449328964,1.11627807,0.506616992,0.886920437,0.79057085,0.0639,0.06521929,1.349858808,30,-4.42329,0.82965,21.63,46,48,14.72,21.58
267,Pd,Hg,0,0,0,0,0,0,0,0,0.6923,0.03107,0.657925,3.72E-03,-3.778916284,-0.025236234,-2.655617488,-0.021053113,0.006774494,0.591859338,1.235467905,0.017592593,-0.017028523,-0.110541858,1.060871356,0.894754566,2.289874492,0.10861856,0.365455021,0.575955085,0.214192544,0.411550512,0.016203704,0.238399319,0.93239382,0.818730753,7.389056099,1,1,1,1,1,1,1.08E+00,1.00E+00,0.540424682,1.713434781,0.345715188,8.171071085,1.8221188,0.286504797,2.144722128,3.064854203,27.38512547,0.240268075,1.173510871,0.444858066,1.094174284,0.554327285,1.58,0.960789439,0.0327,0.039955058,1.349858808,12,-8.00E+00,0.83022,32.09,46,80,14.72,23.42
8,Ag,Hg,0,0,-1,0.5,0,0.5,0,0,0.64685,0.402235,0.57868,0.003457906,-2.766594862,-0.015918099,-7.517540799,-0.021559237,-0.006114872,0.409626216,1.153554263,0.013888889,-0.008210181,-0.616702569,0.763536749,0.877472023,4.72E+00,0.10710955,0.381618814,0.802860189,0.214445607,0.417995195,0.018055556,0.233990148,0.878095431,1.072508181,2.718281828,1,0.367879441,1,1,0.367879441,1,0.986097544,1,0.591851216,1.713434781,0.164561651,17.48424168,1.040810774,0.860707976,2.51305715,2.974274073,22.64637964,0.535261429,1.105170918,0.600495579,1.02020134,1.521961556,1.6,1.035619709,0.278,0.102284207,1.161834243,23,-4.36E-01,0.83042,14,47,80,17.06,23.42
13,Ag,Tl,0,0,4,0.5,0,3,0,0.0185,0.63975,0.840735,0.41197,0.00092334,1.885925032,-0.023627144,-7.063196014,0.087274775,0.026374661,0.317460317,0.192931843,0.011616162,-0.038095238,1.709557378,0.692474948,0.794749002,4.948008539,1.03E-01,0.390754404,0.763147708,0.268862613,0.434239962,0.016919192,0.219047619,1,0.733446956,2.718281828,1,0.367879441,148.4131591,1,54.59815003,1,0.983340333,1.037693021,0.583506318,1.6795065,0.395553195,2.30E-01,1.419067549,0.637628152,1.800528081,3.064854203,68.03348429,0.523090913,1.25860001,0.543350869,1.02020134,1.858928042,0.289,0.869358235,0.326,0.343008517,2.225540928,6.5,-1.48E+00,0.83223,39.42,47,81,17.06,28.58
370,Ti,Re,-3,0,-3,0,0,6.5,0,0,0.36905,0.067968,0.19995,-0.000226097,3.319368314,0.011369987,-4.432982749,-0.041098854,-0.014462571,-0.126922402,-0.081652566,-0.002318841,-0.03968254,14.89770375,1.149350649,0.827600162,5.842175722,1.53E-01,0.643890153,0.511535651,0.269305646,0.380365614,0.005507246,0.297619048,0.913931185,1.433329415,1,20.08553692,1,1,0.049787068,4.98E-02,1,6.67E-01,1,0.769587979,1.947798967,9.85E-01,2.73E+00,0.795,4.06,1.163834317,6.685894442,200.33681,14.42553644,0.923116346,0.637628152,1.150273799,1.221402758,1.77,1.105170918,16.8,24.04675355,1.568312185,50,1.39E+00,0.83856,-30.16,22,75,17.65,14.7
126,Cu,Ti,8,0,7,0.5,0,4.5,0,0,0.70455,0.65566,0.226735,-0.000221303,12.42881407,-0.028016781,5.022660053,0.066640787,-0.102599179,-0.029565124,-0.080347384,-0.003333333,0.079365079,7.023612557,1.049450549,0.579019898,5.54733707,1.89E-01,0.472321525,0.731780167,0.256534679,0.438896489,0.008333333,0.278,1.323129812,0.697676326,2.718281828,0.000335463,0.367879441,1,2980.957987,1096.633158,1,1.51E+00,1.00E+00,6.64E-01,1,0.313410953,0.407269561,1.094174284,0.522045777,0.814411103,0.748263568,0.36059494,0.726875549,0.810584246,0.477113916,0.650509095,2.181472265,0.357,1.716006862,1.39,3.896193302,0.349937749,0.25,2.30E-01,0.84135,25.74,29,22,11.81,17.65
234,Ni,Os,2,0,2,0,0,3,0.2977,0,0.53635,1.11748,0.4001,-2.76E-04,0.063631193,-0.01992805,-1.272818109,-0.023191095,-0.081357106,-0.028589281,-0.102826204,-0.002930403,0.019753086,0.896000325,1.251760288,1.243313179,2.652091061,1.36E-01,0.554093182,0.554361179,0.21567718,0.418037043,0.006227106,0.256790123,1.221402758,1.336427488,1,0.135335283,1,1,7.389056099,7.389056099,0.551341985,0.896640749,1,0.59019635,1.889665823,0.92370733,1.75E+00,0.942,1.221402758,1.211694751,5.365555971,100.4841496,10.17567431,0.726149037,0.203925612,0.794533603,1.094174284,1.65,1.599994193,2.64,41.67910816,0.740818221,12,-5.73E-02,0.84228,7.71,28,76,10.94,13.99
175,Mg,Cd,0,0,0,0,0,0,0,0,0.41665,-0.55,0.354225,0.000599455,1.071428571,0.00329142,-6.218963058,0.110464955,-0.041143569,-0.101439791,0.19981731,0.004390244,-0.120992136,-1.964285714,1.040110945,0.321083516,4.826396576,2.12E-01,0.426,0.738822246,0.175714405,0.472039053,0.022195122,0.290381125,1.030454534,1.462284589,1,22026.46579,1,1,1,1,1,0.435,1,2.300899193,1,0.740818221,3.85E+00,1.26,1.8221188,1.578428923,6.566624988,131.6306639,1.119631933,1.349858808,1.105170918,1.25860001,1.094174284,0.0189,1.20321844,1.363425114,0.70468809,4.48168907,16,1.18E-01,0.84954,-21.08,12,48,23.23,21.58
364,Ti,Al,-8,0,-3,0,0,6.5,0,0.16665,0.25,0.254185,0.108625,0.000556073,-10.92764369,0.00358374,2.675553599,0.019742451,0.209418026,0.085470085,0.088799684,0.009206349,-0.031746032,7.774197745,1.240740741,0.203675948,9.40E+00,2.27E-01,0.524999313,0.573695253,0.299726298,0.492305912,0.011269841,0.302,0.677056874,1.072508181,1,0.135335283,1,148.4131591,0.000335463,0.049787068,1,1.181399792,1.395565905,0.60653066,1,1.42945035,4.31E-01,0.722527354,1.491824698,0.969543439,0.423162082,0.472366553,0.719643017,1.404947591,1.221402758,1.161834243,0.802518798,0.802518798,0.405,0.445,0.232236275,1.419067549,27,-0.07221,0.84965,-20.09,22,13,17.65,16.6
105,Cu,Al,0,0,4,0.5,0,3,0,0.16665,0.45455,0.834305,0.21127,0.00033477,1.501170376,-0.024433041,7.698213652,0.086383238,0.106818847,0.055904962,0.008452299,0.005873016,0.047619048,1.55979071,1.29019129,0.556066951,6.89E+00,2.08E-01,0.44483465,0.767841012,0.266405904,0.543605502,0.012936508,0.262,0.895834135,0.748263568,2.72,4.54E-05,0.367879441,148.4131591,1,54.59815003,1,1.7785528,1.395565905,4.03E-01,1,0.448005397,0.175413366,0.791,0.778800783,0.789606941,0.316636769,0.170332989,0.523090913,1.138828383,0.583,0.755783741,1.7506725,0.287,0.694196651,0.619,0.904837418,0.497,20,-1.41E-01,0.85366,19.99,29,13,11.81,16.6
320,Ru,Nb,3,0,3,1,0,5.5,0,0,0.8375,0.98189,0.228015,-1.99E-05,0.134361303,-0.018074615,1.397688001,0.027777778,-0.021558319,0.063625233,-0.016267556,0,0.036363636,1.02285641,1.191151446,0.433811252,4.49E+00,1.42E-01,0.673311185,0.500112525,0.236111111,0.373098,0.005405405,0.284848485,1.197217363,0.548811636,1,0.049787068,1,1,20.08553692,20.08553692,1,1.077884151,1,0.927743486,1,0.878991545,0.547906844,1.040810774,0.259240261,0.931545727,0.895834135,0.472366553,0.221795388,1.127496852,1.584073985,0.826959134,1.061836547,0.607,1.167657961,0.179066148,2.29331874,0.637628152,2.4,-8.62E-01,0.85428,13.19,44,41,13.57,17.98
186,Mn,Al,-5,0,0,0,0,5,0.00015,0.16665,0.35715,-0.033585,1.18E-01,4.13E-04,4.310375898,-0.021659118,3.706813809,0.040780319,0.146564475,0.130562217,-4.75E-02,0.004761905,0.007936508,0.155187949,1.358024691,0.377011083,8.880813791,2.18E-01,0.645581616,0.549976088,0.289207364,0.523732688,0.013492063,0.281746032,0.835270211,1.061836547,1,0.006737947,1,148.4131591,0.006737947,1,0.999700045,1.46E+00,1.395565905,0.489534666,1,2.541691997,2.35E-01,0.874,0.778800783,0.952047834,0.371576691,0.313486181,1.134282168,1.584073985,2.117000017,0.878095431,0.670320046,0.613,0.579841783,0.23,1.599994193,0.904837418,10,-3.14E-01,0.8547,16.2,25,13,12.21,16.6
90,Co,Zn,-3,0,-3,0,0,1.5,0.77425,0,0.80555,0.03113,0.322075,0.000878057,-3.176647641,-0.024230462,-0.322559079,-0.007839038,0.036865389,0.248215445,0.512950308,0.012592593,-0.026525199,-0.078342846,1.201093211,0.798012366,3.113221918,1.73E-01,0.664840835,0.637919897,0.22863862,0.513482199,0.013703704,0.243147657,0.960789439,0.794533603,1,20.08553692,1,1,0.049787068,0.049787068,0.212566585,0.946012024,1,1.057069017,1,0.283013692,5.78E+00,1.094174284,0.367879441,1.033933024,1.127496852,1.476980794,0.268205983,1.716006862,2.9153795,0.960789439,0.755783741,1.16,0.869358235,0.0469,0.047834889,1.568312185,10,-2.53E+00,0.85739,17.4,27,30,11.13,15.24
232,Ni,Mo,3,0,4,0.5,0,4,0.2977,0,0.81665,0.95223,0.235,-2.33E-04,0.473965948,-0.027222826,2.742862973,0.029137529,-0.091068538,-0.006386984,-0.078597659,-0.002692308,0.042941492,1.101167702,1.204819277,0.649592701,4.66E+00,1.59E-01,0.514879547,0.541822868,0.241841492,0.413181328,0.006346154,0.268,1.349858808,1.284025417,0.367879441,0.049787068,2.718281828,1,20.08553692,54.59815003,0.551341985,0.967248342,1.00E+00,1.033860651,1,0.663743168,0.454494258,1,0.57694981,0.87084611,1.716006862,3.560852562,2.375006086,0.795,0.236927759,0.637628152,1.197217363,0.60653066,1.716006862,1.21,10.80490286,0.548811636,22,0.04618,0.85856,22.27,28,42,10.94,15.58
89,Co,W,3,0,3,0,0,4.5,0.77425,0,0.4889,0.73926,0.31159,-0.000294975,-0.284881129,-0.026755777,-0.127769338,-0.005285412,-0.129418792,-0.0179331,-0.115430882,-0.003407407,-0.026525199,1.36754041,1.257911392,1.035226405,3.210616788,1.40E-01,0.771929825,0.570027283,0.229915433,0.430340109,0.005703704,0.243147657,1.433329415,1.616074402,1,0.049787068,1,1,20.08553692,20.08553692,0.212566585,0.884971357,1.00E+00,0.561131499,2.013752707,1.166490887,1.25E+00,1.01,0.740818221,1.012477199,5.259310844,71.52163562,3.735942016,1.23367806,1.433329415,0.740818221,1.072508181,1.11,2.044186682,1.77,90.92181851,1.568312185,7,7.11E-02,0.86035,22.52,27,74,11.13,15.85
400,Zn,Al,0,0,5,0,0,2.5,0,0.16665,0.41665,-0.083585,0.21596,-3.72E-04,3.977042565,-0.005375834,7.782278317,0.084878422,0.064032663,-0.064412238,-0.44575549,-0.004126984,0.055829228,0.321854616,1.308922559,0.484062288,6.843081537,0.206602217,0.475000563,0.652100271,0.267158312,0.563931225,0.017936508,0.258,0.990049834,0.960789439,1,4.54E-05,1,148.4131591,1,148.4131591,1,1.648721271,1.395565905,0.434612695,1,2.809004078,0.033093116,0.815,1.105170918,0.782235056,0.304221264,0.149568619,1.132015871,1,0.819,0.826959134,1.221402758,0.295230167,0.817094928,1.491824698,7.690609199,0.427,1.5,-0.01684,0.86069,-6.25,30,13,15.24,16.6
243,Ni,Zn,-2,0,-2,0,0,1,0.2977,0,0.81665,0.27858,0.321425,8.65E-04,-2.530851395,-0.02579088,-0.336557737,-0.002553626,0.073199297,0.248215445,0.515515516,0.012307692,-0.017028523,-0.401240969,1.170591457,0.850739179,3.12E+00,1.71E-01,0.398658137,0.631313131,0.225995914,0.495315245,0.013846154,0.238399319,0.980198673,0.771051586,1,7.389056099,1,1,0.135335283,0.135335283,0.551341985,0.967248342,1.00E+00,1.033860651,1,0.172534166,4.541239534,1.051271096,0.332871084,1.035278011,1.083287068,1.296930087,0.283087285,1.127496852,0.501576069,0.913931185,0.726149037,1.05,0.740818221,0.0469,0.045501954,1.349858808,23,-2.92E+00,0.8607,19.9,28,30,10.94,15.24
43,Au,Hg,0,0,-1,0.5,0,0.5,0,0,0.3923,0.904305,0.8603,0.00352,-2.43316108,-0.016263716,-0.505996557,0.030355762,0.03899791,0.54805368,1.230070122,0.015,-0.008210181,-0.78341946,0.707065677,1.292108955,1.215064026,0.090546888,0.380437898,0.755738537,0.188488107,0.395438804,0.0175,0.233990148,0.960789439,0.582748252,2.718281828,1,0.367879441,1,1,0.367879441,1,1.04E+00,1,0.984717974,0.978729477,0.060288736,3.36E+00,0.835270211,0.386741023,1.43083759,1.030454534,1.23367806,0.259240261,1.105170918,0.58860497,1.02020134,1.349858808,0.423,0.778800783,0.0721,0.043282798,1.161834243,18,-3.99E+00,0.86104,18.9,79,80,16.96,23.42
372,Ti,Ru,-5,0,-4,0.5,0,6,0,0,0.6875,0.56096,0.19378,-1.32E-04,-12.28234383,0.017034744,-4.263168558,-0.06763285,-0.00371974,-0.121768148,-0.057817614,-0.001261261,-0.050793651,7.096847675,1.109756098,0.408082318,5.927082818,1.71E-01,0.663839993,0.522624311,0.256038647,0.385737029,0.006036036,0.292063492,0.869358235,1.93E+00,0.367879441,148.4131591,2.718281828,1,0.006737947,0.018315639,1,6.87E-01,1,1.454991415,1,2.640161264,1.703014643,0.835270211,4.953032424,1.14956085,2.386910854,13.8737699,8.645163227,0.923116346,0.594520548,1.105170918,1.11627807,2.86,1.025315121,13.7,6.619368681,1.8221188,20,2.31E+00,0.86169,-33.75,22,44,17.65,13.57
257,Pb,Sb,0,0,-1,0,0,3.5,0,0.1357,0.5119,0.702,0.39458,-0.00055851,-1.8485671,0.000141927,2.099893644,-0.050224689,0.088103338,0.135756057,-0.129,0.00417,-0.018260992,1.879027721,0.931495405,0.709935794,2.912803326,0.090733533,0.448075381,0.494061526,0.231297912,0.522520569,0.022916667,0.167860655,0.932,0.755783741,1,1,1,0.367879441,1,0.367879441,1,1.063855954,1.137235139,1.362879853,0.60653066,1.995071721,3.29E+00,0.651,1.349858808,0.752420452,0.36421898,0.100258844,0.954087398,0.895834135,0.843664817,1.31,1.25,2.59,0.722527354,0.771051586,2.054433211,1.915540829,0.2,-3.71E-03,0.8629,-14.08,82,51,30.33,30.2
184,Mg,Yb,0,0,0,0,0,0,0,0,0,-0.21,0.361865,-0.000167673,-47.5,-0.012763107,-6.262853946,0.165232358,-0.214059305,-0.087365591,-0.037251656,-0.004615385,0,-26.25,1.012429832,0.285295845,4.804451132,2.09E-01,0.469,0.836224844,0.203098107,0.385581185,0.017692308,0.351,1.584073985,0.951229425,1,1,1,1,1,1,1,0.417,1,1,2.398875294,1.462284589,0.248557766,1.35,0.794533603,1.602732524,6.699279612,196.3698754,0.799315134,0.913931185,0.733446956,0.843664817,0.810584246,0.008229747,4.758821245,1.296930087,1.094174284,1,1.2,0.1394,0.866,23.11,12,70,23.23,33.02
271,Pd,Nb,6,0,7,0.5,0,3.5,0,0,0.9,0.73977,0.234,-0.000183395,-0.688879223,-0.01231743,1.575503304,0.025280899,-0.045844425,0.012165095,-0.124969012,-0.002002002,0.056116723,1.434476673,1.266326856,0.478717295,4.405434887,1.38E-01,0.441964286,0.486690034,0.237359551,0.385241053,0.006406406,0.275,1.284025417,0.548811636,2.718281828,0.002478752,2.718281828,1,403.4287935,1096.633158,1,1.221402758,1.00E+00,8.19E-01,1,1.426551509,0.206377142,1.138828383,0.246596964,0.919559985,0.835270211,0.319819022,0.899424648,0.748,0.234570288,0.886920437,0.951229425,0.638,1.363425114,0.779,39.64639407,0.472366553,12,-1.19E-01,0.86781,6,46,41,14.72,17.98
371,Ti,Rh,-6,0,-5,0.5,0,5.5,0,0,0.69445,0.609215,0.19535,-6.82E-05,-12.36304475,0.015964417,-4.307870052,-0.057296933,0.009228498,-0.101414046,-0.032272524,-0.000606,-0.061050061,7.056497218,1.121118012,0.440111833,5.90473207,1.69E-01,0.6794689,0.520073486,0.261206606,0.392211148,0.006363636,0.286935287,0.835270211,2.095935514,0.367879441,403.4287935,2.718281828,1,0.002478752,0.006737947,1,0.677802047,1,1.475357008,1,2.91E+00,1.88E+00,0.822834658,4.953032424,1.153176144,2.459603111,16.77685067,5.222624222,0.878095431,0.565525439,1.138828383,1.138828383,2.339646852,0.941764534,6.958750971,2.459603111,2.117000017,15,1.76511,0.86968,-32.15,22,45,17.65,13.77
169,MM,Ti,5,0,5,0,0,5.5,0,0,0.40215,0.82,0.312175,0.000150102,12.59878054,-0.014064134,6.059706556,0.104669887,0.007079395,0.121768148,0.0621,0.0014,0.061050061,6.938629321,1.109756098,0.926613514,5.03E+00,1.51E-01,0.6794689,0.536196883,0.237520129,0.384057202,0.005964912,0.287,1.21,0.516851334,1,0.00674,1,1,148.4131591,148.4131591,1,1.511345026,1.00E+00,1.216162002,0.544057685,0.225638752,1.18E-01,1.2,0.174,0.686485621,0.140858421,0.003182781,0.082167125,1.127496852,1.768267051,0.795,0.99,0.142274072,0.953133787,0.0728,0.123687136,0.472366553,10,-1.65883,0.87019,8.62,77,22,14.14,17.65
