index,solution,solute,'det_sv_NdUnfilled','det_sv_NfUnfilled','det_sv_NUnfilled','AVE_sv_NsUnfilled','AVE_sv_NfUnfilled','AVE_sv_NUnfilled','AVE_sv_GSmagmom','AVE_sv_frac_pValence','AVE_sv_frac_dValence','AVE_sv_EA（wiki)','AVE_Electrochemical weight equivalent_sv','reci_det_sv_MeltingT','reci_det_sv_EA（wiki)','reci_det_sv_Volume','reci_det_Electrochemical weight equivalent_sv','reci_det_Electronegativity absolute_sv','reci_det_Radii pseudo-potential (Zunger)_sv','reci_det_sv_nw','reci_det_Energy cohesive (Brewer)_sv','reci_det_Enthalpy of vacancies (Miedema)_sv','reci_det_Nuclear charge effective (Slater)_sv','reci_ave_sv_EA（wiki)','reci_ave_sv_R_ionic(wiki)','reci_ave_sv_Ve','reci_ave_Electrochemical weight equivalent_sv','reci_ave_Charge nuclear effective (Clementi)_sv','reci_ave_Distance from valence electron (Schubert)_sv','reci_ave_Electronegativity (Martynov&Batsanov)_sv','reci_ave_Electronegativity absolute_sv','reci_ave_Radii pseudo-potential (Zunger)_sv','reci_ave_Enthalpy of vacancies (Miedema)_sv','reci_ave_Nuclear charge effective (Slater)_sv','exp_det_sv_CovalentRadius','exp_det_sv_Electronegativity（Pauling scale）','exp_det_sv_NsValence','exp_det_sv_NdValence','exp_det_sv_NsUnfilled','exp_det_sv_NpUnfilled','exp_det_sv_NdUnfilled','exp_det_sv_NUnfilled','exp_det_sv_GSmagmom','exp_det_sv_frac_sValence','exp_det_sv_frac_pValence','exp_det_sv_frac_dValence','exp_det_sv_frac_fValence','exp_det_sv_EA（wiki)','exp_det_sv_Ionic energy/ev','exp_det_sv_R_ionic(wiki)','exp_det_Phi_sv','exp_det_Electrochemical weight equivalent_sv','exp_det_Atomic electron scattering factor at 0.5_sv','exp_det_Charge nuclear effective (Clementi)_sv','exp_det_Compression modulus_sv','exp_det_Distance from core electron (Schubert)_sv','exp_det_Distance from valence electron (Schubert)_sv','exp_det_Electronegativity (Alfred-Rochow)_sv','exp_det_Electronegativity (Martynov&Batsanov)_sv','exp_det_Electronegativity absolute_sv','exp_det_Radii pseudo-potential (Zunger)_sv','exp_det_sv_nw','exp_det_Energy cohesive (Brewer)_sv','exp_det_Nuclear charge effective (Slater)_sv','cmax','MA',ev_ratio,sf,N_sv,N_so,sv_Volume,so_Volume
301,Pt,U,8,11,18,0.5,5.5,11,0,0,0.27085,1.33,0.458,0.00022,1.416226362,-0.018171345,0.45493984,0.107142857,-0.158505964,0.11339271,0.00895,0.000202,0.308641975,1.178679272,0.961099443,0.938859376,2.2,0.102,0.441677309,0.555897752,0.232142857,0.291117389,0.006350806,0.401,1.82,0.40656966,2.718281828,0.000335,0.367879441,1,2980.957987,65659969.14,1,1.338567484,1,0.811963411,0.920075083,0.202888239,0.062998145,1.252322716,0.104350485,0.909727659,1.521961556,0.173773943,0.165961408,0.778800783,0.22313016,0.803,0.811,0.122,7.54,0.110803158,0.748263568,0.105399225,4,-2.6,1.29072,77.88,78,92,15.1,20.81
74,Co,Fe,1,0,1,0,0,3.5,1.8296,0,0.7639,0.407748,0.74915,-1.34E-05,5.015900672,-0.004885492,-2.436215249,0.013747279,-0.021115856,-0.006386984,0.005854427,-0.000265,0.01025641,4.01793131,1.299578059,0.744158647,2.056393832,0.182,0.869630974,0.590098872,0.239431779,0.484491577,0.007275132,0.261538462,1.061836547,0.951,1,0.367879441,1,1,2.718281828,2.718281828,1.75452822,1.028190026,1,0.972582864,1,0.601081949,1.3,0.960789439,0.843664817,2.429098012,0.960789439,0.860707976,0.793739466,1.02020134,1.02020134,0.941764534,0.951229425,0.787,1.094174284,1.209249598,0.895834135,0.860707976,20,0.00273,0.99518,5.24,27,26,11.13,11.77
162,K,Cs,0,0,0,1,0,1,0,0,0,0.4865445,0.891225,0.000344257,0.126125192,-0.004590352,-1.742229611,0.045492456,-0.038984149,0.27972028,0.174731183,0.001811594,0,2.057243576,0.605190462,0.010983273,1.597167764,0.221,0.2,1.274350649,0.436,0.251510636,0.042572464,0.454545455,1.506817785,0.970445534,1,1,1,1,1,1,1,1,1,1,1,0.970611494,0.64,1.34,0.740818221,2.643675014,7.242742985,17.46152694,0.988071713,1.25860001,2.339646852,0.951229425,0.970445534,0.786627861,1.858928042,0.904837418,0.878095431,1,25,-0.31786,0.92603,41.53,19,55,75.31,115.1
98,Cr,Ni,-3,0,-4,0.5,0,4,0.2977,0,0.81665,0.9165,0.197,0.000119988,-0.615455423,0.008074345,-7.843638369,-0.041544477,0.048879531,-0.006483029,-0.018677214,-0.000641026,-0.051593882,1.17191244,1.177122282,0.707038391,7.210319299,0.185,0.548353643,0.534090909,0.248044966,0.434275831,0.008012821,0.272710521,0.860707976,1.28,2.718281828,20.08553692,0.367879441,1,0.049787068,0.018315639,1.813756302,1.033860651,1,0.967248342,1,1.618209029,3.048043776,0.960789439,1.733253018,1.238944739,1.173510871,1.786038431,0.95982913,1.34,4.806648194,1.209249598,0.786627861,1.97,0.771051586,1.197217363,1.404947591,2.013752707,11,0.0158,1.04424,-4.8,24,28,12,10.94
34,Au,Al,0,0,4,0.5,0,3,0,0.16665,0.2,1.37,0.387165,0.000323513,1.877214819,0.0012787,9.266158391,0.136287298,0.221075076,0.111972438,0.0325,0.00587,0.047619048,1.371768489,1.071866569,0.827389802,6.1,0.169,0.419989096,0.725046116,0.241453874,0.486477387,0.012936508,0.262,0.861,0.39455371,2.72,4.54E-05,0.367879441,148.4131591,1,54.59815003,1,1.871424677,1.395565905,0.67,0.571209064,0.153235397,0.039174471,0.434,0.387,0.555431494,0.055576213,0.001038477,0.36421898,0.951229425,0.403,1.05,1.57,0.0789,0.373439227,0.31,0.65704682,0.497,14,0.0788,0.91778,-10.17,79,13,16.96,16.6
40,Au,Ga,0,0,4,0.5,0,3,0,0.03845,0.5846,1.37,0.461,0.002553552,1.892420316,-0.007915812,2.684244302,0.139189775,0.214030652,0.186046512,0.0934,0.0108,-0.038095238,1.379371237,0.989020565,1.068830919,2.810184455,0.126089691,0.421232877,0.714285714,0.242905113,0.482955176,0.015416667,0.219047619,0.869,0.48190899,2.718281828,1,0.367879441,148.4131591,1,54.59815003,1,1.12,1.079934078,1.44657689,0.571209064,0.152802353,0.039708103,0.472,0.35,0.643817486,0.19013898,0.008915179,0.312547132,1.083287068,0.398519041,1.49,1.67,0.0765,0.3809832,0.198,0.367879441,2.225540928,11,-0.843,0.82835,-4.32,79,31,16.96,19.59
105,Cu,Al,0,0,4,0.5,0,3,0,0.16665,0.45455,0.834305,0.21127,0.00033477,1.501170376,-0.024433041,7.698213652,0.086383238,0.106818847,0.055904962,0.008452299,0.005873016,0.047619048,1.55979071,1.29019129,0.556066951,6.89,0.208,0.44483465,0.767841012,0.266405904,0.543605502,0.012936508,0.262,0.895834135,0.748263568,2.72,4.54E-05,0.367879441,148.4131591,1,54.59815003,1,1.7785528,1.395565905,0.403,1,0.448005397,0.175413366,0.791,0.778800783,0.789606941,0.316636769,0.170332989,0.523090913,1.138828383,0.583,0.755783741,1.7506725,0.287,0.694196651,0.619,0.904837418,0.497,20,-0.141,0.85366,19.99,29,13,11.81,16.6
158,In,Mg,0,0,-5,0,0,2.5,0,0.03845,0.3846,-0.00804,0.26121,-0.001243511,-5.104709314,0.004806865,5.413237405,-0.202098717,0.004805959,0,0.265426259,-0.00174,0.150877193,0.052354657,1.113310242,0.291613559,5.229259403,0.210089279,0.434782609,0.688427856,0.221531286,0.490207858,0.0209,0.275,0.99,0.625002268,1,4.54E-05,1,0.006737947,1,0.006737947,1,2.330773065,0.926,0.463,1,0.456612577,6.42,0.923,0.638,0.763074204,0.147784522,0.0057417,0.944594069,0.670320046,1,0.771051586,0.726,181.2722419,0.980198673,1,0.36421898,0.116,35,0,1.11264,-1.16,49,12,26.15,23.23
184,Mg,Yb,0,0,0,0,0,0,0,0,0,-0.21,0.361865,-0.000167673,-47.5,-0.012763107,-6.262853946,0.165232358,-0.214059305,-0.087365591,-0.037251656,-0.004615385,0,-26.25,1.012429832,0.285295845,4.804451132,0.209,0.469,0.836224844,0.203098107,0.385581185,0.017692308,0.351,1.584073985,0.951229425,1,1,1,1,1,1,1,0.417,1,1,2.398875294,1.462284589,0.248557766,1.35,0.794533603,1.602732524,6.699279612,196.3698754,0.799315134,0.913931185,0.733446956,0.843664817,0.810584246,0.008229747,4.758821245,1.296930087,1.094174284,1,1.2,0.1394,0.866,23.11,12,70,23.23,33.02
99,Cr,Rh,-3,0,-3,1,0,4.5,0,0,0.8611,0.909365,0.178,-1.17E-05,-0.604665307,-0.010711692,-7.381341439,-0.036259065,-0.013010669,-0.009563955,-0.069989396,-0.00227,-0.042097206,1.177307498,1.195830656,0.576797386,7.441467764,0.163,0.779165656,0.501256281,0.250687672,0.403330731,0.00719697,0.27745886,1.030454534,1.858928042,1,20.08553692,1,1,0.049787068,0.049787068,1,0.945917427,1,1.057174729,1,1.595281165,1.998506197,0.937067463,2.117000017,1.193368523,2.247907987,12.30493006,2.232227576,0.942,0.913931185,0.895834135,0.990049834,1.786038431,1.083287068,1.31,5.206979827,1.733253018,15,-0.04065,1.02458,17.57,24,45,12,13.77
85,Co,Rh,-1,0,0,0.5,0,3,0.77425,0,0.83335,0.902575,0.286,-0.000118584,-0.63500613,-0.017225618,0.476295587,0,-0.098224108,-0.003080926,-0.053877389,-0.001346801,0,1.192477909,1.254029405,0.731108964,3.512649251,0.155,0.841822298,0.541953956,0.23255814,0.445937451,0.006734007,0.256410256,1.173510871,1.491824698,0.367879441,2.718281828,2.718281828,1,0.367879441,1,0.212566585,0.89484926,1,1.117506652,1,1.61709285,0.834518806,1.015113065,1.349858808,0.961962318,1.993715533,7.84596981,2.203396426,1.072508181,1.105170918,0.778800783,1.309964451,1,1.648721271,1.09,3.896193302,1,40,-0.00795,1.05674,30.74,27,45,11.13,13.77
404,Zn,Ga,0,0,5,0,0,2.5,0,0.03845,0.80125,-0.085,0.289795,0.001857643,3.992248062,-0.014570346,1.200364228,0.087780899,0.058055608,0.009661836,-0.384868855,0.000833333,-0.029885057,0.329457364,1.226076555,0.725503405,3.552124492,0.164137946,0.476244344,0.641339869,0.268609551,0.560942698,0.020416667,0.214942529,1,1.173510871,1,1,1,148.4131591,1,148.4131591,1,0.987182848,1.079934078,0.937911204,1,2.801065835,0.033543908,0.886920437,1,0.906712371,1.040810774,1.284025417,0.971416464,1.138828383,0.810584246,1.173510871,1.296930087,0.286504797,0.831104284,0.951229425,4.305959528,1.915540829,2,1.81E-14,0.975,25.33,30,31,15.24,19.59
391,W,Ru,-3,0,-2,0.5,0,5,0,0,0.5375,0.931,0.29063,0.000112947,-0.269424087,0.010600485,0.64876642,-0.005050505,0.018246446,-0.005501927,0.036,0.00141,0.036781609,1.090387802,1.234756098,0.925682697,3.471115329,0.118,0.720930233,0.533136716,0.224747475,0.374753936,0.004702703,0.248275862,0.852,0.852,0.367879441,20.1,2.718281828,1,0.049787068,0.135335283,1,1.025315121,1,1.964032976,0.496585304,1.258751051,0.604,1.02,1.82,0.947128977,0.367879441,0.090717953,0.97628571,0.913931185,0.810584246,1.02,1.2,1.11,0.878095431,1.22,0.115325121,0.548811636,12,0.0244,1.10553,-5.35,74,44,15.85,13.57
38,Au,Cu,0,0,0,1,0,1,0,0,0.65455,1.77,0.505275,-1.13E-05,0.376044442,0.025711741,1.567944739,0.04990406,0.114256229,0.056067476,0.0241,0,0,0.621183301,0.880576377,1.202733753,2.252034674,0.131,0.367311308,0.88313103,0.198262256,0.433067964,0.01,0.238095238,0.961,0.527292424,1,1,1,1,1,1,1,1.05,1,1.663793107,0.571209064,0.342039176,0.223326601,0.549,0.497,0.703427826,0.175520401,0.006096747,0.696282368,0.835270211,0.690734331,1.39,0.896,0.275270783,0.537944438,0.501576069,0.726149037,1,46,0.63436,1.0367,-27.81,79,29,16.96,11.81
389,W,Os,-2,0,-2,0,0,5,0,0,0.23635,0.94703,0.40695,3.18E-05,-0.297283924,0.008388146,-1.131050113,-0.023191095,0.011727778,-0.010656181,0.01003947,0.000762,0.036781609,1.076457883,1.274350649,1.417189614,2.58,0.0992,0.715012723,0.549599879,0.21567718,0.371494602,0.004380952,0.248275862,0.835270211,0.852,1,7.389056099,1,1,0.135335283,0.135335283,1,0.99094128,1,1.075407866,0.938380277,1.298928898,1.775709391,0.970445534,1.8221188,1.195207727,1.061836547,1.599994193,2.580543408,0.895834135,0.826959134,1.127496852,1.061836547,1.65,0.918512284,1.49,0.48190899,0.548811636,7.5,0.0374,1.04436,-7.82,74,76,15.85,13.99
117,Cu,Mg,0,0,-1,0.5,0,0.5,0,0,0.45455,0.41789,0.227695,0.000346922,-3.309205522,-0.041626222,4.899871061,-0.102732358,0.002414759,0.310534591,0.375718704,0.01,0.112781955,-0.845397239,1.130845898,0.508753234,5.485942574,0.237,0.413469736,0.844642352,0.171848107,0.491403458,0.015,0.294,1.094174284,0.554327285,2.72,4.54E-05,0.367879441,1,1,0.367879441,1,2.482087649,1,0.403,1,0.194800368,0.923,0.951,0.367879441,0.815976274,0.312859835,0.07965902,0.362040209,0.970445534,0.779,0.594520548,1.25860001,45.6,0.990049834,0.206,0.138069237,0.259,3.2,-4.57,0.76666,50.8,29,12,11.81,23.23
321,Ru,Ni,-1,0,-2,0.5,0,3,0.2977,0,0.8375,1.10177,0.28378,0.000195,-0.09149103,0.017715711,-0.506998424,0.005050505,0.074838437,0.023435027,0.076857273,0.002286902,-0.019753086,0.909930243,1.212165736,0.751806262,3.54,0.155,0.560010692,0.537898016,0.224747475,0.421296378,0.006548857,0.256790123,0.802518798,0.748263568,2.718281828,2.718281828,0.367879441,1,0.367879441,0.135335283,1.813756302,1.077884151,1,0.927743486,1,1.117149107,1.68,1.01,0.819,1.041456277,0.537944438,0.175520401,0.25975926,1.349858808,5.002811228,1.390968128,0.810584246,0.905,0.653769785,0.463,0.100258844,1.349858808,45,0.0518,1.03822,-16.3,44,28,13.57,10.94
284,Pt,Au,-1,0,-1,1,0,1.5,0,0,0.3875,2.216855,0.593475,0.000258,-0.037405011,-0.007262901,-0.509081908,-0.005261203,0.005569479,0.081092968,0.091234315,0.00375,-0.008818342,0.451863585,0.863040721,1.531726078,1.722603259,0.0922,0.325553864,0.681948172,0.175940827,0.37315511,0.008125,0.242504409,1,1.296930087,1,2.718281828,1,1,0.367879441,0.367879441,1,0.998301444,1,1.025315121,0.976969349,1.20142698,1.305779264,1.768267051,0.60653066,1.191710893,1.030454534,1.209249598,0.349587986,1.040810774,0.726149037,0.980198673,0.486752256,1.19,0.960789439,0.17,0.131335521,1.161834243,25,-0.174,0.98818,10.99,78,79,15.1,16.96
370,Ti,Re,-3,0,-3,0,0,6.5,0,0,0.36905,0.067968,0.19995,-0.000226097,3.319368314,0.011369987,-4.432982749,-0.041098854,-0.014462571,-0.126922402,-0.081652566,-0.002318841,-0.03968254,14.89770375,1.149350649,0.827600162,5.842175722,0.153,0.643890153,0.511535651,0.269305646,0.380365614,0.005507246,0.297619048,0.913931185,1.433329415,1,20.08553692,1,1,0.049787068,0.0498,1,0.667,1,0.769587979,1.947798967,0.985,2.73,0.795,4.06,1.163834317,6.685894442,200.33681,14.42553644,0.923116346,0.637628152,1.150273799,1.221402758,1.77,1.105170918,16.8,24.04675355,1.568312185,50,1.39,0.83856,-30.16,22,75,17.65,14.7
221,Nb,Zr,2,0,1,0.5,0,7.5,0,0,0.65,0.67534,0.21444,0.000106288,1.217939305,-0.012643567,-0.961636099,0.024725275,-0.00833654,0.130385488,0.027899604,0.000476948,0.03030303,1.699006714,1.162790698,0.224990954,4.71,0.152,0.540816327,0.540423066,0.262362637,0.358150571,0.005643879,0.318181818,1.11627807,0.763379494,2.718281828,0.135335283,0.367879441,1,7.389056099,2.718281828,1,1.349858808,1,0.740818221,1,0.616239249,0.883,1,0.548811636,1.044731589,0.960789439,0.778800783,0.41937071,1.030454534,1.23367806,0.990049834,0.718923733,0.697676326,1.067159024,0.2,0.267135302,0.740818221,50,-0.58286,0.98214,27.11,41,40,17.98,23.27
279,Pd,V,7,0,7,0,0,3.5,0,0,0.8,0.5449,0.191,-8.89E-05,0.116243478,0.004111327,5.852013734,0.053058677,0.003359368,0.012165095,-0.068745492,-0.000956,0.056116723,1.837038023,1.222565915,0.519789187,6.543690103,0.164,0.466809006,0.465609841,0.251248439,0.40984295,0.00692951,0.275,1.150273799,0.566,7.389056099,0.000911882,1,1,1096.633158,1096.633158,1,1.491824698,1,0.670320046,1,0.966107662,0.203782914,1.22,0.301,0.842973295,0.40656966,0.05726876,0.827786507,0.684,0.203925612,1.105170918,1.150273799,0.427,0.980198673,0.778800783,4.13712044,0.472366553,20,0.0357,1.03454,-2.45,46,23,14.72,13.88
55,Au,Tl,0,0,4,0.5,0,3,0,0.0185,0.3852,1.342805,0.69359,0.000985344,2.219358814,-0.023972761,-0.051651772,0.139189775,0.071487443,0.455887781,0.269447702,0.012727273,-0.038095238,1.542840487,0.636003877,1.209385933,1.442236418,0.0865,0.389573488,0.716026055,0.242905113,0.411683571,0.016363636,0.219047619,1.094174284,0.398519041,2.718281828,1,0.367879441,148.4131591,1,54.59815003,1,1.03,1.037693021,0.970833789,0.959349335,0.144914698,0.0443,1.138828383,0.286504797,1.025151083,1.061836547,3.706173712,0.253345781,1.25860001,0.532591801,1.02020134,1.648721271,0.0765,0.653769785,0.0846,0.145148198,2.225540928,0.8,-6.36,0.73478,23.82,79,81,16.96,28.58
146,Fe,Ti,4,0,4,0,0,6,1.05535,0,0.625,0.114388,0.6585,-3.70E-05,6.712137946,-0.028304543,7.220380889,0.043549654,-0.08633675,0.104720105,-0.027459293,-0.000476,0.050793651,9.881950619,1.166666667,0.453161516,4.448476652,0.196,0.707277577,0.568218402,0.268080246,0.430765274,0.006904762,0.292,1.323129812,0.748,1,0.018315639,1,1,54.59815003,54.59815003,0.12115313,1.284025417,1,0.778800783,1,0.925245658,0.342,1.284025417,0.323033256,0.343413506,0.843664817,0.543350869,0.531527682,1.197217363,1.915540829,0.726149037,1.209249598,0.543,1.599994193,0.130028711,1.768267051,0.548811636,1.8,-1.56,0.76315,14.44,26,22,11.77,17.65
348,Ta,Ti,1,0,1,0,0,7.5,0,0,0.32895,0.199,0.249485,0.000211,10.14204436,0.001132515,5.391146823,0.04654607,0.02917396,0.053953403,0.0827,0.00222,0.014430014,8.166997412,1.081395349,0.640801814,5.363093685,0.156,0.570360741,0.526549163,0.266582037,0.373009919,0.005555556,0.31024531,0.905,1.04,1,0.368,1,1,2.718281828,2.718281828,1,1.483938942,1,1.407901081,0.478643125,0.780781451,0.486022675,1.15,0.779,0.778185773,0.158817426,0.009004778,0.387127958,0.960789439,1.11627807,0.99,0.923,0.517,0.810584246,0.44,0.038774208,0.860707976,28,0.00981,0.98376,-3.59,73,22,18.01,17.65
59,Ba,Ca,0,0,0,0,0,0,0,0,0,0.084585,0.46,-0.000103139,33.81852462,0.007022087,3.410265347,0.037878788,0.039388595,0.098765432,0.017162471,-0.000744417,0,23.82393525,0.774166961,0.038976073,3.110199344,0.18,0.334,0.89031339,0.435606061,0.313639036,0.015756824,0.350877193,0.677056874,1.12,1,1,1,1,1,1,1,1,1,1,1,0.886858354,2.46,0.705,1.26,0.604085219,0.251578553,0.041585655,1.050220351,0.827,0.522045777,1.072508181,1.094174284,0.819,0.668980746,0.942,0.941764534,1,11,-0.145,1.29513,-10.03,56,20,62.59,43.48
72,Co,Au,-3,0,-2,0.5,0,2,0.77425,0,0.5889,1.485435,0.49328,0.000182148,-1.076819895,-0.030884996,-1.806439153,-0.059247914,-0.119109655,0.071830769,0.034676759,0.002592593,-0.018315018,0.971571027,0.96403722,1.141339881,2.371281881,0.135,0.609829368,0.710865742,0.202934182,0.435494677,0.008703704,0.247252747,1.105170918,1.934792334,0.367879441,20.08553692,2.718281828,1,0.049787068,0.135335283,0.212566585,0.833434637,1,0.68536756,1.7506725,5.188008994,4.88,2.05,1.05,1.456126751,6.17185845,212.7249464,0.83360134,1.803988415,5.929856419,0.755783741,0.58860497,4.35,1.896480879,0.225,0.559898367,1.349858808,30,0.0503,1.04423,59.12,27,79,11.13,16.96
332,Sb,Ge,0,0,1,0,0,3.5,0,0.17145,0.6905,1.1400387,0.220215,-0.000280973,-0.143501253,0.011057029,1.354136283,0.011205737,0.074453403,-0.404545735,-0.103896104,-0.006818182,0.018260992,0.882993545,1.130268199,0.557532607,4.63981829,0.124,0.483814421,0.484901141,0.211788436,0.603798939,0.021590909,0.167860655,0.826959134,0.961,1,1,1,2.718281828,1,2.718281828,1,1.009646228,0.944499615,1.048751071,1,1.203549852,0.492,0.97,1.161834243,0.937751772,0.496585304,0.040356613,1.475504551,0.904837418,0.852143789,1.221402758,0.860707976,0.779,0.814647316,3.71,3.004166024,0.522045777,2.5,0.487,0.72952,-45.31,51,32,30.2,22.64
325,Ru,Rh,-1,0,-1,1,0,3.5,0,0,0.88195,1.094635,0.26504,6.34E-05,-0.080700914,-0.001070326,-0.044701494,0.010335917,0.012948238,0.020354102,0.025545091,0.000655,-0.01025641,0.915325301,1.23087411,0.621565256,3.773147792,0.133,0.790822706,0.505063388,0.227390181,0.390351278,0.005733006,0.261538462,0.960789439,1.083287068,1,2.718281828,1,1,0.367879441,0.367879441,1,0.986196159,1,1.013997054,1,1.101320594,1.1,0.98511194,1,1.003144935,1.030454534,1.209249598,0.604109383,0.951229425,0.951229425,1.030454534,1.02020134,0.819,0.918512284,0.507,0.371576691,1.161834243,5,-1.29E-14,0.98183,-0.37,44,45,13.57,13.77
267,Pd,Hg,0,0,0,0,0,0,0,0,0.6923,0.03107,0.657925,0.00372,-3.778916284,-0.025236234,-2.655617488,-0.021053113,0.006774494,0.591859338,1.235467905,0.017592593,-0.017028523,-0.110541858,1.060871356,0.894754566,2.289874492,0.10861856,0.365455021,0.575955085,0.214192544,0.411550512,0.016203704,0.238399319,0.93239382,0.818730753,7.389056099,1,1,1,1,1,1,1.08,1,0.540424682,1.713434781,0.345715188,8.171071085,1.8221188,0.286504797,2.144722128,3.064854203,27.38512547,0.240268075,1.173510871,0.444858066,1.094174284,0.554327285,1.58,0.960789439,0.0327,0.039955058,1.349858808,12,-8,0.83022,32.09,46,80,14.72,23.42
326,Ru,Ta,4,0,3,0.5,0,5.5,0,0,0.51645,0.68469,0.319175,-7.96E-05,2.140299474,-0.018167259,-1.127978266,0.02108678,-0.02545422,0.067814745,-0.024911162,-0.000961,0.036363636,2.025825495,1.191151446,0.822255237,3.231509406,0.12,0.681714546,0.511539065,0.232765612,0.371150049,0.004924925,0.284848485,1.27124915,0.496585304,2.718281828,0.018315639,0.367879441,1,54.59815003,20.08553692,1,0.980492777,1,0.488165886,2.089239241,0.485109811,1.208161763,1.040810774,0.259240261,1.117853133,2.637944459,8.004468914,0.298794271,1.127496852,1.506817785,0.913931185,0.970445534,0.677056874,1.20321844,0.165,3.896193302,0.637628152,25,-0.9199,0.95111,26.23,44,73,13.57,18.01
237,Ni,Ru,1,0,2,0.5,0,3,0.2977,0,0.8375,1.10177,0.28378,-0.000195121,0.09149103,-0.017715711,0.506998424,-0.005050505,-0.074838437,-0.023435027,-0.076857273,-0.002286902,0.019753086,0.909930243,1.212165736,0.751806262,3.54,0.155,0.560010692,0.537898016,0.224747475,0.421296378,0.006548857,0.256790123,1.246076731,1.34,0.367879441,0.367879441,2.718281828,1,2.718281828,7.389056099,0.551341985,0.928,1,1.077884151,1,0.895135657,0.594,0.990049834,1.221402758,0.960193934,1.858928042,5.697343423,3.849718389,0.740818221,0.199887614,0.718923733,1.23367806,1.105170918,1.52959042,2.16,9.974182455,0.740818221,20,-0.04178,1.03805,28.76,28,44,10.94,13.57
274,Pd,Pt,1,0,2,0.5,0,1,0,0,0.6875,1.34362,0.3911,-5.72E-05,-1.308350193,-0.001709617,-1.640539023,-0.046147673,-0.037792895,-0.03728731,-0.085836532,-0.00116,0,1.124741188,1.2168464,1.134371689,2.797413724,0.11,0.310570988,0.50216472,0.201645265,0.389266818,0.006828704,0.24691358,0.970445534,1.083287068,2.718281828,0.367879441,2.718281828,1,2.718281828,7.389056099,1,1.04,1,0.535261429,1.791942093,4.772928224,1.862277126,1.23367806,1.22,1.257794764,2.886370989,18.35679857,2.651167211,1.02020134,1.040810774,1.094174284,0.843664817,3.16,1.284025417,2.664456242,7.028687581,1,40,-0.00778,0.98965,1.52,46,78,14.72,15.1
400,Zn,Al,0,0,5,0,0,2.5,0,0.16665,0.41665,-0.083585,0.21596,-0.000372,3.977042565,-0.005375834,7.782278317,0.084878422,0.064032663,-0.064412238,-0.44575549,-0.004126984,0.055829228,0.321854616,1.308922559,0.484062288,6.843081537,0.206602217,0.475000563,0.652100271,0.267158312,0.563931225,0.017936508,0.258,0.990049834,0.960789439,1,4.54E-05,1,148.4131591,1,148.4131591,1,1.648721271,1.395565905,0.434612695,1,2.809004078,0.033093116,0.815,1.105170918,0.782235056,0.304221264,0.149568619,1.132015871,1,0.819,0.826959134,1.221402758,0.295230167,0.817094928,1.491824698,7.690609199,0.427,1.5,-0.01684,0.86069,-6.25,30,13,15.24,16.6
137,Fe,Mn,1,0,1,0,0,4.5,1.0555,0,0.73215,-0.173382,0.667605,0.000106147,-8.525881647,-0.003061685,6.189120679,0.022511786,-0.023483199,0.059627973,0.108820894,0.003968254,0.011111111,2.262940823,1.283950617,0.626496651,3.932846547,0.188,0.82785988,0.544499237,0.257561312,0.46219205,0.009126984,0.272222222,1.072508181,0.755783741,1,0.367879441,1,1,2.718281828,2.718281828,0.121189481,1.036344896,1,0.964929729,1,0.520359167,0.626015593,1.061836547,0.618783392,0.349724352,0.960789439,0.818730753,0.337226658,1.061836547,1.105170918,0.960789439,1.447734615,0.712,1.11627807,0.252,0.256660777,0.860707976,10,-0.045,1.0111,4.89,26,25,11.77,12.21
18,Al,Cu,0,0,-4,0.5,0,3,0,0.16665,0.45455,0.834305,0.21127,-0.00033477,-1.501170376,0.024433041,-7.698213652,-0.086383238,-0.106818847,-0.055904962,-0.008452299,-0.005873016,-0.047619048,1.55979071,1.29019129,0.556066951,6.88511387,0.208,0.44483465,0.767841012,0.266405904,0.543605502,0.012936508,0.261904762,1.11627807,1.336427488,0.367879441,22026.46579,2.718281828,0.006737947,1,0.018315639,1,0.562,0.717,2.482087649,1,2.232115968,5.700819862,1.264908769,1.284025417,1.266452899,3.15819291,5.870853361,1.911713576,0.878095431,1.716006862,1.323129812,0.571209064,3.49,1.440514008,1.62,1.105170918,2.013752707,2.2,0.199,0.8747,-37.77,13,29,16.6,11.81
87,Co,Si,-3,0,1,0,0,3.5,0.77425,0.25,0.3889,1.0258906,0.18904,2.72E-05,-0.790308615,-0.03989721,10.48254903,-0.022914534,0.209175847,0.109290824,-0.011807711,0.00926,-0.015446401,1.114826667,1.558837318,0.504211679,8.515775973,0.206,0.700376596,0.543222927,0.221100873,0.599637429,0.012037037,0.248687056,0.860707976,1.02020134,1,0.000911882,1,54.59815003,0.049787068,2.718281828,0.212566585,1.320222126,1.65,0.459,1,2.069405152,1.668441571,0.779,0.670320046,0.792391255,0.348540794,0.275270783,0.396135086,1.599994193,2.159766254,1.040810774,1.296930087,1.6,0.548811636,0.138,1.27124915,1.284025417,13,-0.748,0.52042,-6.39,27,14,11.13,20.02
